ChatGPT_Prompt,Label
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 44739.4297, Bwd IAT Total = 9724.0, Bwd IAT Std = 5314.7763671875, Bwd IAT Max = 9375.0, Fwd PSH Flags = 0, Bwd Packets/s = 393.31365966796875, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 47390.89678, Bwd IAT Total = 8992.0, Bwd IAT Std = 4705.57275390625, Bwd IAT Max = 8425.0, Fwd PSH Flags = 0, Bwd Packets/s = 416.6232604980469, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 40119.91888, Bwd IAT Total = 10820.0, Bwd IAT Std = 5692.93408203125, Bwd IAT Max = 10172.0, Fwd PSH Flags = 0, Bwd Packets/s = 352.70257568359375, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 38283.55069, Bwd IAT Total = 11433.0, Bwd IAT Std = 6189.20849609375, Bwd IAT Max = 10953.0, Fwd PSH Flags = 0, Bwd Packets/s = 336.5586853027344, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 43611.61698, Bwd IAT Total = 10001.0, Bwd IAT Std = 5416.83837890625, Bwd IAT Max = 9585.0, Fwd PSH Flags = 0, Bwd Packets/s = 383.3988342285156, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 39373.48564, Bwd IAT Total = 10801.0, Bwd IAT Std = 5893.62060546875, Bwd IAT Max = 10403.0, Fwd PSH Flags = 0, Bwd Packets/s = 346.1405334472656, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 28019.96272, Bwd IAT Total = 16134.0, Bwd IAT Std = 9024.181640625, Bwd IAT Max = 15797.0, Fwd PSH Flags = 0, Bwd Packets/s = 240.5146942138672, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 25440.31311, Bwd IAT Total = 17401.0, Bwd IAT Std = 9751.7734375, Bwd IAT Max = 17059.0, Fwd PSH Flags = 0, Bwd Packets/s = 223.65110778808594, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 42321.6445, Bwd IAT Total = 10233.0, Bwd IAT Std = 5463.8818359375, Bwd IAT Max = 9713.0, Fwd PSH Flags = 0, Bwd Packets/s = 372.05841064453125, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 45463.6291, Bwd IAT Total = 9484.0, Bwd IAT Std = 5147.3916015625, Bwd IAT Max = 9101.0, Fwd PSH Flags = 0, Bwd Packets/s = 399.6802673339844, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 46724.17334, Bwd IAT Total = 9364.0, Bwd IAT Std = 5068.86181640625, Bwd IAT Max = 8971.0, Fwd PSH Flags = 0, Bwd Packets/s = 410.761962890625, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 39558.33768, Bwd IAT Total = 10987.0, Bwd IAT Std = 5816.96337890625, Bwd IAT Max = 10374.0, Fwd PSH Flags = 0, Bwd Packets/s = 347.7655944824219, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 39866.81854, Bwd IAT Total = 10955.0, Bwd IAT Std = 5918.88037109375, Bwd IAT Max = 10482.0, Fwd PSH Flags = 0, Bwd Packets/s = 350.4775390625, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 39558.33768, Bwd IAT Total = 10998.0, Bwd IAT Std = 5974.3349609375, Bwd IAT Max = 10562.0, Fwd PSH Flags = 0, Bwd Packets/s = 347.7655944824219, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 41947.08214, Bwd IAT Total = 10259.0, Bwd IAT Std = 5437.611328125, Bwd IAT Max = 9690.0, Fwd PSH Flags = 0, Bwd Packets/s = 368.76556396484375, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 40683.11874, Bwd IAT Total = 10684.0, Bwd IAT Std = 5878.51220703125, Bwd IAT Max = 10347.0, Fwd PSH Flags = 0, Bwd Packets/s = 357.6537780761719, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 40818.15735, Bwd IAT Total = 10624.0, Bwd IAT Std = 5770.47021484375, Bwd IAT Max = 10200.0, Fwd PSH Flags = 0, Bwd Packets/s = 358.8409423828125, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 44329.69602, Bwd IAT Total = 9666.0, Bwd IAT Std = 5241.89599609375, Bwd IAT Max = 9272.0, Fwd PSH Flags = 0, Bwd Packets/s = 389.71160888671875, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 39452.00728, Bwd IAT Total = 11025.0, Bwd IAT Std = 6020.58154296875, Bwd IAT Max = 10626.0, Fwd PSH Flags = 0, Bwd Packets/s = 346.8308410644531, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 51123.59551, Bwd IAT Total = 8447.0, Bwd IAT Std = 4558.43115234375, Bwd IAT Max = 8075.0, Fwd PSH Flags = 0, Bwd Packets/s = 449.4382019042969, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 38786.12224, Bwd IAT Total = 11049.0, Bwd IAT Std = 5931.09130859375, Bwd IAT Max = 10525.0, Fwd PSH Flags = 0, Bwd Packets/s = 340.9768981933594, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 2052, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 285.0, Fwd Packet Length Mean = 95.0, Fwd Packet Length Std = 164.54483032226562, Flow Bytes/s = 53056.51672, Bwd IAT Total = 7438.0, Bwd IAT Std = 3985.057373046875, Bwd IAT Max = 7078.0, Fwd PSH Flags = 0, Bwd Packets/s = 512.6233520507812, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 95.0, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 33465.72521, Bwd IAT Total = 13056.0, Bwd IAT Std = 7160.18408203125, Bwd IAT Max = 12616.0, Fwd PSH Flags = 0, Bwd Packets/s = 294.20416259765625, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 39672.15973, Bwd IAT Total = 10947.0, Bwd IAT Std = 5801.6279296875, Bwd IAT Max = 10339.0, Fwd PSH Flags = 0, Bwd Packets/s = 348.7662353515625, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 48460.96496, Bwd IAT Total = 8990.0, Bwd IAT Std = 4802.6845703125, Bwd IAT Max = 8537.0, Fwd PSH Flags = 0, Bwd Packets/s = 426.03045654296875, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 41773.77892, Bwd IAT Total = 10443.0, Bwd IAT Std = 5714.3525390625, Bwd IAT Max = 10076.0, Fwd PSH Flags = 0, Bwd Packets/s = 367.24200439453125, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 36839.12234, Bwd IAT Total = 11825.0, Bwd IAT Std = 6304.58984375, Bwd IAT Max = 11213.0, Fwd PSH Flags = 0, Bwd Packets/s = 323.86041259765625, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 48793.56568, Bwd IAT Total = 8808.0, Bwd IAT Std = 4742.50048828125, Bwd IAT Max = 8408.0, Fwd PSH Flags = 0, Bwd Packets/s = 428.9544372558594, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 285.0, Fwd Packet Length Mean = 95.0, Fwd Packet Length Std = 164.54483032226562, Flow Bytes/s = 54273.72837, Bwd IAT Total = 7343.0, Bwd IAT Std = 3868.197998046875, Bwd IAT Max = 6912.0, Fwd PSH Flags = 0, Bwd Packets/s = 524.3838500976562, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 95.0, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 35672.28538, Bwd IAT Total = 12218.0, Bwd IAT Std = 6704.65185546875, Bwd IAT Max = 11811.0, Fwd PSH Flags = 0, Bwd Packets/s = 313.6025085449219, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 43263.28801, Bwd IAT Total = 9911.0, Bwd IAT Std = 5308.39013671875, Bwd IAT Max = 9427.0, Fwd PSH Flags = 0, Bwd Packets/s = 380.33660888671875, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 41135.5212, Bwd IAT Total = 10537.0, Bwd IAT Std = 5639.99951171875, Bwd IAT Max = 10018.0, Fwd PSH Flags = 0, Bwd Packets/s = 361.6309509277344, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 38858.99735, Bwd IAT Total = 11138.0, Bwd IAT Std = 5972.54150390625, Bwd IAT Max = 10605.0, Fwd PSH Flags = 0, Bwd Packets/s = 341.6175537109375, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 41344.84325, Bwd IAT Total = 10622.0, Bwd IAT Std = 5774.53759765625, Bwd IAT Max = 10206.0, Fwd PSH Flags = 0, Bwd Packets/s = 363.4711608886719, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 39059.14671, Bwd IAT Total = 11063.0, Bwd IAT Std = 6097.98974609375, Bwd IAT Max = 10727.0, Fwd PSH Flags = 0, Bwd Packets/s = 343.3771057128906, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 47400.77091, Bwd IAT Total = 9168.0, Bwd IAT Std = 4981.20361328125, Bwd IAT Max = 8804.0, Fwd PSH Flags = 0, Bwd Packets/s = 416.7100830078125, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 37778.1468, Bwd IAT Total = 11640.0, Bwd IAT Std = 6368.033203125, Bwd IAT Max = 11230.0, Fwd PSH Flags = 0, Bwd Packets/s = 332.1155700683594, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 42384.72287, Bwd IAT Total = 10188.0, Bwd IAT Std = 5546.02685546875, Bwd IAT Max = 9796.0, Fwd PSH Flags = 0, Bwd Packets/s = 372.6129455566406, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 41533.54633, Bwd IAT Total = 10441.0, Bwd IAT Std = 5646.15869140625, Bwd IAT Max = 9997.0, Fwd PSH Flags = 0, Bwd Packets/s = 365.13006591796875, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 50365.28669, Bwd IAT Total = 8549.0, Bwd IAT Std = 4617.65771484375, Bwd IAT Max = 8178.0, Fwd PSH Flags = 0, Bwd Packets/s = 442.7717590332031, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 39675.61911, Bwd IAT Total = 10984.0, Bwd IAT Std = 5979.87646484375, Bwd IAT Max = 10562.0, Fwd PSH Flags = 0, Bwd Packets/s = 348.7966613769531, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 40592.38112, Bwd IAT Total = 10630.0, Bwd IAT Std = 5532.85791015625, Bwd IAT Max = 9919.0, Fwd PSH Flags = 0, Bwd Packets/s = 356.8561096191406, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 44836.42097, Bwd IAT Total = 9713.0, Bwd IAT Std = 5153.89501953125, Bwd IAT Max = 9181.0, Fwd PSH Flags = 0, Bwd Packets/s = 394.1663513183594, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 14195.68202, Bwd IAT Total = 31529.0, Bwd IAT Std = 17848.51171875, Bwd IAT Max = 31118.0, Fwd PSH Flags = 0, Bwd Packets/s = 124.79720306396484, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
"Network traffic details: Fwd Packet Length Max = 326.0, Fwd Packet Length Mean = 108.66666412353516, Fwd Packet Length Std = 188.2161865234375, Flow Bytes/s = 37718.64379, Bwd IAT Total = 11588.0, Bwd IAT Std = 6376.8193359375, Bwd IAT Max = 11223.0, Fwd PSH Flags = 0, Bwd Packets/s = 331.59246826171875, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 108.66666412353516, Init Fwd Win Bytes = 8192, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 0)",0
